conversation_id,agent_id,category_id,channel_id,issue_status,resolution_time,date,customer_issue,tech_response,date
CONV-0253,253,253,253,Escalated,37,2025-09-10,Unable to access email,Reinstall the printer drivers.,2025-09-10
CONV-0254,254,254,254,Escalated,54,2025-09-11,Cannot connect to Wi-Fi,Follow the software installation guide.,2025-09-11
CONV-0255,255,255,255,Resolved,120,2025-09-12,Cannot connect to Wi-Fi,Follow the software installation guide.,2025-09-12
CONV-0256,256,256,256,Escalated,102,2025-09-13,Slow system performance,Restart your router.,2025-09-13
CONV-0257,257,257,257,Resolved,21,2025-09-14,Software installation failure,Reset your password using the link provided.,2025-09-14
CONV-0258,258,258,258,Resolved after follow-up,70,2025-09-15,Slow system performance,Restart your router.,2025-09-15
CONV-0259,259,259,259,Pending,21,2025-09-16,Forgot password,Restart your router.,2025-09-16
CONV-0260,260,260,260,Escalated,38,2025-09-17,Cannot connect to Wi-Fi,Follow the software installation guide.,2025-09-17
CONV-0261,261,261,261,Pending,85,2025-09-18,Unable to access email,Follow the software installation guide.,2025-09-18
CONV-0262,262,262,262,Resolved after follow-up,14,2025-09-19,Printer not responding,Run a system diagnostic tool.,2025-09-19
CONV-0263,263,263,263,Pending,55,2025-09-20,Forgot password,Reset your password using the link provided.,2025-09-20
CONV-0264,264,264,264,Resolved,46,2025-09-21,Printer not responding,Reinstall the printer drivers.,2025-09-21
CONV-0265,265,265,265,Pending,115,2025-09-22,Printer not responding,Verify your email settings.,2025-09-22
CONV-0266,266,266,266,Resolved,53,2025-09-23,Printer not responding,Follow the software installation guide.,2025-09-23
CONV-0267,267,267,267,Resolved,84,2025-09-24,Printer not responding,Restart your router.,2025-09-24
CONV-0268,268,268,268,Resolved,14,2025-09-25,Software installation failure,Run a system diagnostic tool.,2025-09-25
CONV-0269,269,269,269,Escalated,40,2025-09-26,Cannot connect to Wi-Fi,Follow the software installation guide.,2025-09-26
CONV-0270,270,270,270,Pending,18,2025-09-27,Slow system performance,Run a system diagnostic tool.,2025-09-27
CONV-0271,271,271,271,Pending,119,2025-09-28,Unable to access email,Run a system diagnostic tool.,2025-09-28
CONV-0272,272,272,272,Pending,114,2025-09-29,Forgot password,Verify your email settings.,2025-09-29
CONV-0273,273,273,273,Resolved after follow-up,106,2025-09-30,Cannot connect to Wi-Fi,Follow the software installation guide.,2025-09-30
CONV-0274,274,274,274,Escalated,117,2025-10-01,Cannot connect to Wi-Fi,Restart your router.,2025-10-01
CONV-0275,275,275,275,Escalated,93,2025-10-02,Blue screen error,Follow the software installation guide.,2025-10-02
CONV-0276,276,276,276,Resolved after follow-up,39,2025-10-03,Cannot connect to Wi-Fi,Follow the software installation guide.,2025-10-03
CONV-0277,277,277,277,Escalated,7,2025-10-04,Software installation failure,Clear cache and remove unnecessary programs.,2025-10-04
CONV-0278,278,278,278,Resolved,19,2025-10-05,Forgot password,Restart your router.,2025-10-05
CONV-0279,279,279,279,Resolved after follow-up,62,2025-10-06,Slow system performance,Reset your password using the link provided.,2025-10-06
CONV-0280,280,280,280,Escalated,12,2025-10-07,Software installation failure,Verify your email settings.,2025-10-07
CONV-0281,281,281,281,Escalated,29,2025-10-08,Unable to access email,Restart your router.,2025-10-08
CONV-0282,282,282,282,Resolved,27,2025-10-09,Slow system performance,Run a system diagnostic tool.,2025-10-09
CONV-0283,283,283,283,Resolved after follow-up,44,2025-10-10,Slow system performance,Restart your router.,2025-10-10
CONV-0284,284,284,284,Pending,81,2025-10-11,Slow system performance,Run a system diagnostic tool.,2025-10-11
CONV-0285,285,285,285,Resolved,52,2025-10-12,Software installation failure,Run a system diagnostic tool.,2025-10-12
CONV-0286,286,286,286,Escalated,98,2025-10-13,Slow system performance,Verify your email settings.,2025-10-13
CONV-0287,287,287,287,Escalated,43,2025-10-14,Printer not responding,Follow the software installation guide.,2025-10-14
CONV-0288,288,288,288,Pending,29,2025-10-15,Blue screen error,Restart your router.,2025-10-15
CONV-0289,289,289,289,Resolved,98,2025-10-16,Unable to access email,Reset your password using the link provided.,2025-10-16
CONV-0290,290,290,290,Escalated,19,2025-10-17,Printer not responding,Reinstall the printer drivers.,2025-10-17
CONV-0291,291,291,291,Escalated,93,2025-10-18,Printer not responding,Follow the software installation guide.,2025-10-18
CONV-0292,292,292,292,Pending,17,2025-10-19,Forgot password,Reinstall the printer drivers.,2025-10-19
CONV-0293,293,293,293,Escalated,16,2025-10-20,Software installation failure,Verify your email settings.,2025-10-20
CONV-0294,294,294,294,Resolved,52,2025-10-21,Printer not responding,Restart your router.,2025-10-21
CONV-0295,295,295,295,Pending,97,2025-10-22,Blue screen error,Clear cache and remove unnecessary programs.,2025-10-22
CONV-0296,296,296,296,Pending,66,2025-10-23,Unable to access email,Clear cache and remove unnecessary programs.,2025-10-23
CONV-0297,297,297,297,Pending,43,2025-10-24,Unable to access email,Clear cache and remove unnecessary programs.,2025-10-24
CONV-0298,298,298,298,Pending,31,2025-10-25,Printer not responding,Clear cache and remove unnecessary programs.,2025-10-25
CONV-0299,299,299,299,Resolved,75,2025-10-26,Slow system performance,Follow the software installation guide.,2025-10-26
CONV-0300,300,300,300,Resolved,99,2025-10-27,Slow system performance,Follow the software installation guide.,2025-10-27
CONV-0301,301,301,301,Escalated,66,2025-10-28,Cannot connect to Wi-Fi,Verify your email settings.,2025-10-28
CONV-0302,302,302,302,Resolved,119,2025-10-29,Slow system performance,Reset your password using the link provided.,2025-10-29
CONV-0303,303,303,303,Pending,43,2025-10-30,Unable to access email,Clear cache and remove unnecessary programs.,2025-10-30
CONV-0304,304,304,304,Escalated,11,2025-10-31,Cannot connect to Wi-Fi,Reset your password using the link provided.,2025-10-31
CONV-0305,305,305,305,Resolved after follow-up,30,2025-11-01,Printer not responding,Follow the software installation guide.,2025-11-01
CONV-0306,306,306,306,Pending,110,2025-11-02,Blue screen error,Run a system diagnostic tool.,2025-11-02
CONV-0307,307,307,307,Resolved,70,2025-11-03,Forgot password,Follow the software installation guide.,2025-11-03
CONV-0308,308,308,308,Resolved after follow-up,32,2025-11-04,Forgot password,Reset your password using the link provided.,2025-11-04
CONV-0309,309,309,309,Resolved after follow-up,97,2025-11-05,Unable to access email,Reset your password using the link provided.,2025-11-05
CONV-0310,310,310,310,Resolved after follow-up,69,2025-11-06,Unable to access email,Verify your email settings.,2025-11-06
CONV-0311,311,311,311,Escalated,89,2025-11-07,Blue screen error,Reset your password using the link provided.,2025-11-07
CONV-0312,312,312,312,Resolved,98,2025-11-08,Printer not responding,Verify your email settings.,2025-11-08
CONV-0313,313,313,313,Pending,100,2025-11-09,Software installation failure,Run a system diagnostic tool.,2025-11-09
CONV-0314,314,314,314,Resolved after follow-up,73,2025-11-10,Blue screen error,Reset your password using the link provided.,2025-11-10
CONV-0315,315,315,315,Pending,103,2025-11-11,Slow system performance,Run a system diagnostic tool.,2025-11-11
CONV-0316,316,316,316,Resolved after follow-up,114,2025-11-12,Forgot password,Clear cache and remove unnecessary programs.,2025-11-12
CONV-0317,317,317,317,Resolved,80,2025-11-13,Blue screen error,Restart your router.,2025-11-13
CONV-0318,318,318,318,Resolved,40,2025-11-14,Unable to access email,Reinstall the printer drivers.,2025-11-14
CONV-0319,319,319,319,Resolved after follow-up,40,2025-11-15,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,2025-11-15
CONV-0320,320,320,320,Resolved after follow-up,38,2025-11-16,Cannot connect to Wi-Fi,Reinstall the printer drivers.,2025-11-16
CONV-0321,321,321,321,Escalated,17,2025-11-17,Forgot password,Restart your router.,2025-11-17
CONV-0322,322,322,322,Resolved,95,2025-11-18,Slow system performance,Follow the software installation guide.,2025-11-18
CONV-0323,323,323,323,Resolved after follow-up,5,2025-11-19,Slow system performance,Follow the software installation guide.,2025-11-19
CONV-0324,324,324,324,Pending,32,2025-11-20,Unable to access email,Run a system diagnostic tool.,2025-11-20
CONV-0325,325,325,325,Resolved,80,2025-11-21,Printer not responding,Clear cache and remove unnecessary programs.,2025-11-21
CONV-0326,326,326,326,Resolved,114,2025-11-22,Forgot password,Verify your email settings.,2025-11-22
CONV-0327,327,327,327,Escalated,59,2025-11-23,Software installation failure,Clear cache and remove unnecessary programs.,2025-11-23
CONV-0328,328,328,328,Pending,77,2025-11-24,Software installation failure,Clear cache and remove unnecessary programs.,2025-11-24
CONV-0329,329,329,329,Resolved after follow-up,79,2025-11-25,Cannot connect to Wi-Fi,Run a system diagnostic tool.,2025-11-25
CONV-0330,330,330,330,Resolved,64,2025-11-26,Slow system performance,Run a system diagnostic tool.,2025-11-26
CONV-0331,331,331,331,Resolved after follow-up,96,2025-11-27,Slow system performance,Restart your router.,2025-11-27
CONV-0332,332,332,332,Escalated,94,2025-11-28,Software installation failure,Restart your router.,2025-11-28
CONV-0333,333,333,333,Resolved after follow-up,64,2025-11-29,Cannot connect to Wi-Fi,Restart your router.,2025-11-29
CONV-0334,334,334,334,Resolved after follow-up,104,2025-11-30,Software installation failure,Run a system diagnostic tool.,2025-11-30
CONV-0335,335,335,335,Escalated,31,2025-12-01,Software installation failure,Run a system diagnostic tool.,2025-12-01
CONV-0336,336,336,336,Resolved after follow-up,62,2025-12-02,Slow system performance,Restart your router.,2025-12-02
CONV-0337,337,337,337,Pending,22,2025-12-03,Forgot password,Run a system diagnostic tool.,2025-12-03
CONV-0338,338,338,338,Resolved after follow-up,44,2025-12-04,Blue screen error,Reset your password using the link provided.,2025-12-04
CONV-0339,339,339,339,Resolved,45,2025-12-05,Software installation failure,Verify your email settings.,2025-12-05
CONV-0340,340,340,340,Resolved,111,2025-12-06,Cannot connect to Wi-Fi,Reinstall the printer drivers.,2025-12-06
CONV-0341,341,341,341,Resolved after follow-up,52,2025-12-07,Unable to access email,Restart your router.,2025-12-07
CONV-0342,342,342,342,Pending,86,2025-12-08,Slow system performance,Reset your password using the link provided.,2025-12-08
CONV-0343,343,343,343,Resolved,102,2025-12-09,Cannot connect to Wi-Fi,Verify your email settings.,2025-12-09
CONV-0344,344,344,344,Resolved,46,2025-12-10,Cannot connect to Wi-Fi,Restart your router.,2025-12-10
CONV-0345,345,345,345,Resolved after follow-up,15,2025-12-11,Slow system performance,Reset your password using the link provided.,2025-12-11
CONV-0346,346,346,346,Resolved after follow-up,5,2025-12-12,Forgot password,Verify your email settings.,2025-12-12
CONV-0347,347,347,347,Pending,27,2025-12-13,Slow system performance,Reset your password using the link provided.,2025-12-13
CONV-0348,348,348,348,Pending,21,2025-12-14,Printer not responding,Reinstall the printer drivers.,2025-12-14
CONV-0349,349,349,349,Resolved after follow-up,101,2025-12-15,Slow system performance,Restart your router.,2025-12-15
CONV-0350,350,350,350,Resolved after follow-up,63,2025-12-16,Blue screen error,Run a system diagnostic tool.,2025-12-16
CONV-0351,351,351,351,Resolved,68,2025-12-17,Unable to access email,Reset your password using the link provided.,2025-12-17
CONV-0352,352,352,352,Pending,62,2025-12-18,Blue screen error,Verify your email settings.,2025-12-18
CONV-0353,353,353,353,Resolved,37,2025-12-19,Slow system performance,Clear cache and remove unnecessary programs.,2025-12-19
CONV-0354,354,354,354,Resolved after follow-up,111,2025-12-20,Printer not responding,Reinstall the printer drivers.,2025-12-20
CONV-0355,355,355,355,Resolved after follow-up,96,2025-12-21,Forgot password,Run a system diagnostic tool.,2025-12-21
CONV-0356,356,356,356,Resolved after follow-up,90,2025-12-22,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,2025-12-22
CONV-0357,357,357,357,Resolved,17,2025-12-23,Printer not responding,Reinstall the printer drivers.,2025-12-23
CONV-0358,358,358,358,Pending,71,2025-12-24,Printer not responding,Run a system diagnostic tool.,2025-12-24
CONV-0359,359,359,359,Pending,39,2025-12-25,Printer not responding,Clear cache and remove unnecessary programs.,2025-12-25
CONV-0360,360,360,360,Resolved,96,2025-12-26,Unable to access email,Follow the software installation guide.,2025-12-26
CONV-0361,361,361,361,Pending,86,2025-12-27,Unable to access email,Clear cache and remove unnecessary programs.,2025-12-27
CONV-0362,362,362,362,Resolved,50,2025-12-28,Slow system performance,Reinstall the printer drivers.,2025-12-28
CONV-0363,363,363,363,Resolved,38,2025-12-29,Printer not responding,Verify your email settings.,2025-12-29
CONV-0364,364,364,364,Escalated,110,2025-12-30,Software installation failure,Reset your password using the link provided.,2025-12-30
CONV-0365,365,365,365,Pending,98,2025-12-31,Printer not responding,Verify your email settings.,2025-12-31
CONV-0366,366,366,366,Pending,23,2026-01-01,Blue screen error,Verify your email settings.,2026-01-01
CONV-0367,367,367,367,Pending,78,2026-01-02,Forgot password,Reinstall the printer drivers.,2026-01-02
CONV-0368,368,368,368,Pending,88,2026-01-03,Software installation failure,Run a system diagnostic tool.,2026-01-03
CONV-0369,369,369,369,Escalated,27,2026-01-04,Printer not responding,Restart your router.,2026-01-04
CONV-0370,370,370,370,Pending,8,2026-01-05,Cannot connect to Wi-Fi,Run a system diagnostic tool.,2026-01-05
CONV-0371,371,371,371,Resolved,34,2026-01-06,Unable to access email,Verify your email settings.,2026-01-06
CONV-0372,372,372,372,Escalated,105,2026-01-07,Unable to access email,Reinstall the printer drivers.,2026-01-07
CONV-0373,373,373,373,Escalated,15,2026-01-08,Slow system performance,Reset your password using the link provided.,2026-01-08
CONV-0374,374,374,374,Pending,73,2026-01-09,Printer not responding,Follow the software installation guide.,2026-01-09
CONV-0375,375,375,375,Escalated,69,2026-01-10,Slow system performance,Reset your password using the link provided.,2026-01-10
CONV-0376,376,376,376,Resolved after follow-up,70,2026-01-11,Blue screen error,Clear cache and remove unnecessary programs.,2026-01-11
CONV-0377,377,377,377,Resolved,55,2026-01-12,Cannot connect to Wi-Fi,Reinstall the printer drivers.,2026-01-12
CONV-0378,378,378,378,Resolved,22,2026-01-13,Slow system performance,Restart your router.,2026-01-13
CONV-0379,379,379,379,Pending,80,2026-01-14,Cannot connect to Wi-Fi,Verify your email settings.,2026-01-14
CONV-0380,380,380,380,Resolved,63,2026-01-15,Blue screen error,Reset your password using the link provided.,2026-01-15
